cpc;qid;nom1;nom2;nac1;nac2;sex1;sex2;pais1;pais2;ciudad1;ciudad2;oficio1;oficio2;padre1;padre2;afil1;afil2;num_ent;alias;eval_birth;eval_name;eval_sex;eval_country;eval_city;eval_father;eval_occupation;eval_affiliation;eval_city2
F03989;Q79338202;Francesco Ferro;Francesco Ferro Milone;1881;1926;m;m;Italia;Regno d'Italia;Rombiolo;Torino;;neuroscienziato;Carmine;;sovversivo;neurologo, neuroscienziato e chirurgo italiano (1926-2022);5;;-1;1;1;1;-1;0;0;0;0.5
F03989;Q92060949;Francesco Ferro;Francesco Ferro;1881;0;m;m;Italia;;Rombiolo;;;ricercatore;Carmine;;sovversivo;researcher (ORCID 0000-0003-2834-9768);5;;-1;1;1;0;0;0;0;0;0.0
F03995;Q114592149;Giovanni Ferro;Giovanni Ferroni;1897;1982;m;m;Italia;Italia;Genova;Firenze;gelatiere|piazzista;filologo romanzo|studioso di letteratura;Vincenzo;;anarchico;studioso di letteratura, filologo romanzo italiano;12;;-1;-1;1;1;-1;0;-1;0;0.4
F03995;Q136573569;Giovanni Ferro;Q136573569;1897;1903;m;m;Italia;;Genova;Ancona;gelatiere|piazzista;tropical physician;Vincenzo;;anarchico;;12;;-1;-1;1;0;-1;0;-1;0;0.6
F03995;Q137059224;Giovanni Ferro;Q137059224;1897;0;m;m;Italia;;Genova;;gelatiere|piazzista;economista;Vincenzo;;anarchico;;12;;-1;-1;1;0;0;0;-1;0;0.0
F03995;Q21914840;Giovanni Ferro;Giovanni Ferro Luzzi;1897;1834;m;m;Italia;Regno d'Italia;Genova;Palermo;gelatiere|piazzista;politico;Vincenzo;;anarchico;magistrato e politico italiano;12;;-1;1;1;1;-1;0;-1;0;0.4
F03995;Q31198672;Giovanni Ferro;Giovanni Ferro;1897;1683;m;m;Italia;;Genova;;gelatiere|piazzista;sacerdote cattolico|vescovo cattolico;Vincenzo;;anarchico;vescovo cattolico;12;;-1;1;1;0;0;0;-1;0;0.0
F03995;Q3767228;Giovanni Ferro;Giovanni Ferro;1897;1901;m;m;Italia;Italia|Regno d'Italia;Genova;Costigliole d'Asti;gelatiere|piazzista;sacerdote cattolico|vescovo cattolico;Vincenzo;;anarchico;arcivescovo cattolico italiano (1901-1992);12;;-1;1;1;1;-1;0;-1;0;0.25
F03995;Q3767229;Giovanni Ferro;Giovanni Ferro;1897;1911;m;m;Italia;Italia|Regno d'Italia;Genova;Bergamo;gelatiere|piazzista;antifascista|scrittore|storico;Vincenzo;;anarchico;antifascista, scrittore e storico italiano (1911-2008);12;;-1;1;1;1;-1;0;-1;0;0.36363636363636365
F03995;Q41569415;Giovanni Ferro;Giovanni Ferro;1897;1582;m;m;Italia;;Genova;;gelatiere|piazzista;;Vincenzo;;anarchico;1582-1630;12;;-1;1;1;0;0;0;0;0;0.0
F03995;Q47117177;Giovanni Ferro;Giovanni Ferro;1897;1939;m;m;Italia;;Genova;;gelatiere|piazzista;botanico;Vincenzo;;anarchico;botanist;12;;-1;1;1;0;0;0;-1;0;0.0
F03995;Q577957;Giovanni Ferro;Giovanni Ferrofino;1897;1912;m;m;Italia;Italia|Regno d'Italia;Genova;Alessandria;gelatiere|piazzista;diplomatico|sacerdote cattolico|vescovo cattolico;Vincenzo;;anarchico;arcivescovo cattolico italiano (1912-2010);12;;-1;-1;1;1;-1;0;-1;0;0.36363636363636365
F04284;Q87188223;Giuseppe Fidanza;Giuseppe Fidanza;1870;1750;m;m;Italia;;Tarquinia;;cantoniere ferroviario;pittore;Achille;;anarchico;Italian painter, 1750-1820;1;;-1;1;1;0;0;0;-1;0;0.0
F04497;Q108812845;Alberto Filippi;Alberto Filippi;1902;1941;m;m;Italia;Italia|Regno d'Italia;Livorno;Padova;manovale;professore universitario|storico;Americo;;comunista;storico italiano (1941-);3;;-1;1;1;1;-1;0;-1;0;0.2857142857142857
F04497;Q21055304;Alberto Filippi;Alberto Filippini;1902;1987;m;m;Italia;Italia;Livorno;Brescia;manovale;calciatore;Americo;;comunista;calciatore italiano;3;;-1;-1;1;1;-1;0;-1;0;0.2222222222222222
F04497;Q3608292;Alberto Filippi;Alberto Filippi;1902;1966;m;m;Italia;Italia;Livorno;Vicenza;manovale;politico;Americo;;comunista;politico italiano;3;;-1;1;1;1;-1;0;-1;0;0.33333333333333337
F04503;Q102406066;Antonio Filippi;Antonio Filippi;1915;0;m;m;Italia;;Pisino (Pola);;minatore;;Giovanni;;antifascista;Ph.D. 2002;5;;-1;1;1;0;0;0;0;0;0.0
F04503;Q57315566;Antonio Filippi;Antonio Filippin;1915;1969;m;m;Italia;;Pisino (Pola);;minatore;economista|ricercatore;Giovanni;;antifascista;ricercatore;5;;-1;-1;1;0;0;0;-1;0;0.0
F04503;Q601962;Antonio Filippi;Antonio Filippini;1915;1973;m;m;Italia;Italia;Pisino (Pola);Brescia;minatore;allenatore di calcio|calciatore;Giovanni;;antifascista;allenatore di calcio e calciatore italiano;5;;-1;-1;1;1;-1;0;-1;0;0.36363636363636365
F04503;Q63859529;Antonio Filippi;Antonio Filippini;1915;0;m;m;Italia;;Pisino (Pola);;minatore;ricercatore;Giovanni;;antifascista;researcher;5;;-1;-1;1;0;0;0;-1;0;0.0
F04503;Q89862514;Antonio Filippi;Antonio Filippi;1915;0;m;m;Italia;;Pisino (Pola);;minatore;ricercatore;Giovanni;;antifascista;researcher;5;;-1;1;1;0;0;0;-1;0;0.0
F04509;Q110017542;Emilio Filippi;Emilio Filippini;1908;1870;m;m;Italia;Regno d'Italia;Tomadio;;autista;pittore;Giovanni;;antifascista;;2;;-1;-1;1;1;0;0;-1;0;0.0
F04509;Q16561715;Emilio Filippi;Emilio Filippi;1908;1928;m;m;Italia;Cile;Tomadio;Valparaíso;autista;giornalista;Giovanni;;antifascista;giornalista cileno;2;;-1;1;1;-1;-1;0;-1;0;0.36363636363636365
F04528;Q110162354;Giuseppe Filippi;Giuseppe Filippi;1904;1699;m;m;Italia;;Pola;;carpentiere;pittore;Biagio;;comunista;pittore italiano;7;;-1;1;1;0;0;0;-1;0;0.0
F04528;Q1528322;Giuseppe Filippi;Giuseppe Filippi;1904;1945;m;m;Italia;Italia;Pola;Baselga del Bondone;carpentiere;sacerdote cattolico|vescovo cattolico;Biagio;;comunista;vescovo cattolico italiano;7;;-1;1;1;1;-1;0;-1;0;0.5
F04528;Q3770552;Giuseppe Filippi;Giuseppe Filippi;1904;1865;m;m;Italia;Italia|Regno d'Italia;Pola;Montanera;carpentiere;produttore cinematografico|regista cinematografico;Biagio;;comunista;produttore cinematografico italiano;7;;-1;1;1;1;-1;0;-1;0;0.5
F04528;Q63098767;Giuseppe Filippi;Giuseppe Filippini;1904;1879;m;m;Italia;Italia|Regno d'Italia;Pola;Pesaro;carpentiere;avvocato|politico;Biagio;;comunista;politico socialista e patriota italiano, avvocato;7;;-1;-1;1;1;-1;0;-1;0;0.5
F04528;Q69818522;Giuseppe Filippi;Giuseppe Filippi;1904;0;m;m;Italia;;Pola;Velletri;carpentiere;politico;Biagio;;comunista;politico italiano;7;;-1;1;1;0;-1;0;-1;0;0.2857142857142857
F04528;Q98105208;Giuseppe Filippi;Giuseppe Filippi;1904;0;m;m;Italia;San Marino;Pola;;carpentiere;;Biagio;;comunista;;7;;-1;1;1;-1;0;0;0;0;0.0
F04663;Q16574228;Luigi Filosa;Luigi Filosa;1897;1897;m;m;Italia;Italia|Regno d'Italia;Cosenza;Cosenza;avvocato;politico;Pietro;;repubblicano;avvocato e politico italiano;1;;1;1;1;1;1;0;-1;0;1.0
F04669;Q116045312;Giovanni Fina;Giovanni Finazzi;1904;1963;m;m;Francia;Italia;Parigi;Roma;operaio;professore universitario|romanista;Costantino;;;romanista italiano (1963-);9;;-1;-1;1;-1;-1;0;-1;0;0.33333333333333337
F04669;Q16559941;Giovanni Fina;Giovanni Finazzo;1904;1942;m;m;Francia;Italia;Parigi;Palermo;operaio;agente di polizia|funzionario;Costantino;;;poliziotto, funzionario e prefetto italiano (1942-2019);9;;-1;-1;1;-1;-1;0;-1;0;0.5454545454545454
F04669;Q3767238;Giovanni Fina;Giovanni Finazzi;1904;1910;m;m;Francia;Italia;Parigi;;operaio;calciatore;Costantino;;;calciatore italiano;9;;-1;-1;1;-1;0;0;-1;0;0.0
F04669;Q3767661;Giovanni Fina;Giovanni Maria Finazzi;1904;1802;m;m;Francia;Regno d'Italia;Parigi;Bottanuco;operaio;sacerdote cattolico|storico;Costantino;;;sacerdote e storico italiano (1802-1877);9;Giovanni Finazzi;-1;-1;1;-1;-1;0;-1;0;0.18181818181818177
F04669;Q56250462;Giovanni Fina;Giovanni Finati;1904;1786;m;m;Francia;;Parigi;Ferrara;operaio;esploratore;Costantino;;;avventuriero ed esploratore italiano;9;;-1;-1;1;0;-1;0;-1;0;0.4444444444444444
F04669;Q5698332;Antonio Fina;Antonio Finalet Torres;1904;1915;m;m;Francia;Cuba;Parigi;;operaio;politico;Costantino;;;politico cubano;9;;-1;-1;1;-1;0;0;-1;0;0.0
F04669;Q63869908;Giovanni Fina;Giovanni Finardi;1904;1840;m;m;Francia;Regno d'Italia;Parigi;Bergamo;operaio;politico;Costantino;;;politico italiano (1840-1904);9;;-1;-1;1;-1;-1;0;-1;0;0.4
F04669;Q88540920;Giovanni Fina;Giovanni Finazzi;1904;1968;m;m;Francia;Italia;Parigi;;operaio;biologo;Costantino;;;biologo italiano (1968-);9;;-1;-1;1;-1;0;0;-1;0;0.0
F04926;Q105869837;Carlo Fiore;Carlo Fiore;1879;0;m;m;Francia;;Tolone;;orologiaio;;Carlo;;comunista;autore di Biblioteche oggi;7;;-1;1;1;0;0;0;0;0;0.0
F04926;Q109855060;Carlo Fiore;Carlo Fiore;1879;1919;m;m;Francia;Italia|Regno d'Italia;Tolone;;orologiaio;attore;Carlo;;comunista;attore italiano (1919-1978);7;;-1;1;1;-1;0;0;-1;0;0.0
F04926;Q111911588;Carlo Fiore;Carlo Fioretti;1879;0;m;m;Francia;;Tolone;Vernio;orologiaio;;Carlo;;comunista;letterato italiano;7;;-1;-1;1;0;-1;0;0;0;0.2857142857142857
F04926;Q123466522;Carlo Fiore;Carlo Fiore;1879;1920;m;m;Francia;Italia|Regno d'Italia;Tolone;;orologiaio;;Carlo;;comunista;sacerdote salesiano (1920-);7;;-1;1;1;-1;0;0;0;0;0.0
F04926;Q15822895;Carlo Fiore;Carlo Fiorentino di Salm;1879;1638;m;m;Francia;Repubblica delle Sette Province Unite;Tolone;;orologiaio;condottiero;Carlo;Frederik;comunista;"vilgravio e renegravio di Dhaun-Neufville; militare olandese";7;Carlo Fiorentino di Salm;-1;-1;1;-1;0;-1;-1;0;0.0
F04926;Q3830435;Carlo Fiore;Leonardo Salviati;1879;1539;m;m;Francia;;Tolone;Firenze;orologiaio;filologo|filologo romanzo|scrittore|umanista;Carlo;;comunista;umanista, filologo e scrittore italiano;7;Carlo Fioretti;-1;-1;1;0;-1;0;-1;0;0.4444444444444444
F04926;Q84138808;Carlo Fiore;Carlo Fiore;1879;1973;m;m;Francia;Italia;Tolone;Sarnico;orologiaio;critico musicale|grafico|musicologo;Carlo;;comunista;critico musicale, musicologo, grafico italiano;7;;-1;1;1;-1;-1;0;-1;0;0.2857142857142857
F04929;Q102298341;Domenico Fiore;Domenico Fiorenza;1900;0;m;m;Italia;;Chivasso;;meccanico;;Matteo;;comunista;Ph.D. Università di Pisa 2002;5;;-1;-1;1;0;0;0;0;0;0.0
F04929;Q1411009;Domenico Fiore;Domenico del Barbiere;1900;1501;m;m;Italia;;Chivasso;Firenze;meccanico;affrescatore|architetto|arredatore|designer|intagliatore|pittore|scultore;Matteo;;comunista;scultore italiano;5;Domenico Fiorentino;-1;-1;1;0;-1;0;-1;0;0.19999999999999996
F04929;Q3034730;Domenico Fiore;Domenico Fiore;1900;1953;m;m;Italia;Canada;Chivasso;;meccanico;attore;Matteo;;comunista;attore canadese;5;;-1;1;1;-1;0;0;-1;0;0.0
F04929;Q3766114;Domenico Fiore;Domenico Antonio Fiorentini;1900;1747;m;m;Italia;;Chivasso;Sermoneta;meccanico;pittore;Matteo;;comunista;pittore italiano (1747-1820);5;Domenico Fiorentini;-1;-1;1;0;-1;0;-1;0;0.2222222222222222
F04929;Q51483282;Domenico Fiore;Domenico Fiorentino;1900;0;m;m;Italia;;Chivasso;;meccanico;cantante lirico;Matteo;;comunista;tenore italiano;5;;-1;-1;1;0;0;0;-1;0;0.0
F04943;Q3792328;Ignazio Fiore;Ignazio Fiore;1895;1903;m;m;Italia;Italia|Regno d'Italia;Sambuca Di Sicilia;Palermo;cassiere di banca;scacchista;Nicolo;;antifascista;scacchista italiano;1;;-1;1;1;1;-1;0;-1;0;0.4
F04949;Q136388420;Nicola Fiore;Nicola Fiore;1861;0;m;m;Italia;;Bari;;stagnino;architetto del software;Tommaso;;sovversivo;software architect;6;;-1;1;1;0;0;0;-1;0;0.0
F04949;Q27093628;Nicola Fiore;Nicola Fiorentino;1861;1755;m;m;Italia;Regno di Napoli;Bari;Pomarico;stagnino;scienziato;Tommaso;;sovversivo;scienziato, scrittore e patriota italiano;6;;-1;-1;1;-1;-1;0;-1;0;0.75
F04949;Q3876211;Nicola Fiore;Nicola Fiore;1861;1881;m;m;Italia;Italia|Regno d'Italia;Bari;Troia;stagnino;scultore;Tommaso;;sovversivo;scultore italiano;6;;-1;1;1;1;-1;0;-1;0;0.5
F04949;Q436512;Nicola Fiore;Nicola Fiorenza;1861;1700;m;m;Italia;;Bari;Napoli;stagnino;compositore|musicista|violinista;Tommaso;;sovversivo;compositore e violinista italiano;6;;-1;-1;1;0;-1;0;-1;0;0.4
F04949;Q63294169;Nicola Fiore;Nicola Fiore;1861;1883;m;m;Italia;;Bari;;stagnino;;Tommaso;;sovversivo;organizzatore della classe operaia salernitana;6;;-1;1;1;0;0;0;0;0;0.0
F04949;Q87230664;Nicola Fiore;Nicola Fiore;1861;0;m;;Italia;;Bari;;stagnino;ricercatore;Tommaso;;sovversivo;researcher;6;;-1;1;0;0;0;0;-1;0;0.0
F04956;Q16008368;Umberto Fiore;Umberto Fiore;1884;1896;m;m;Italia;Italia|Regno d'Italia;Napoli;Messina;avvocato;politico;Vincenzo;;socialista;politico e sindacalista italiano (1896-1978);2;;-1;1;1;1;-1;0;-1;0;0.2857142857142857
F04956;Q4003391;Umberto Fiore;Umberto Fiorentino;1884;1956;m;m;Italia;Italia;Napoli;Roma;avvocato;musicista jazz;Vincenzo;;socialista;chitarrista italiano;2;;-1;-1;1;1;-1;0;-1;0;0.33333333333333337
F05009;Q88097391;Luigi Fiorentini;Luigi Fiorentini;1856;1893;m;m;Italia;Regno d'Italia;Pontedera;Pavia;tintore;;Daniele;;anarchico;;3;;-1;1;1;1;-1;0;0;0;0.33333333333333337
F05099;Q12833361;Giuseppe Fioretto;Giuseppe Fioretto da Rin;1893;0;m;m;Italia;;Fratta Polesine;;muratore;volapükologo;Prisco;;socialista;;3;;-1;1;1;0;0;0;-1;0;0.0
F05136;Q125305226;Ciro Fiorillo;Ciro Fiorillo;1873;0;m;m;Italia;Italia;San Severo;;industrioso;autore;Antonio;;socialista;Italian author, active in Naples;5;;-1;1;1;1;0;0;-1;0;0.0
F05136;Q930346;Vincenzo Fiorillo;Vincenzo Fiorillo;1873;1990;m;m;Italia;Italia;San Severo;Genova;industrioso;calciatore;Antonio;;socialista;calciatore italiano (1990-);5;;-1;1;1;1;-1;0;-1;0;0.4444444444444444
F05403;Q3767244;Giovanni Flecchia;Giovanni Flechia;1887;1811;m;m;Italia;Regno d'Italia;Salussola;Piverone;muratore;linguista|politico;Francesco;;socialista;glottologo e orientalista italiano;1;Giovanni Flecchia;-1;1;1;1;-1;0;-1;0;0.18181818181818177
F05440;Q3749992;Francesco Flora;Francesco Flora;1891;1891;m;m;Italia;Italia|Regno d'Italia;Colle Romito;Colle Sannita;avvocato|pubblicista;critico letterario|curatore editoriale|italianista|poeta|professore universitario|scrittore|storico della letteratura;Giuseppe;;antifascista;critico letterario, scrittore e antifascista italiano (1891-1962);2;;1;1;1;1;-1;0;-1;1;0.6666666666666667
F05440;Q543948;Francesco Flora;Frans Floris I;1891;1517;m;m;Italia;Paesi Bassi asburgici;Colle Romito;Anversa;avvocato|pubblicista;artista visuale|pittore;Giuseppe;Cornelis;antifascista;pittore fiammingo;2;Francesco Flora;-1;1;1;-1;-1;-1;-1;0;0.16666666666666663
F05472;Q108361264;Domenico Florio;Domenico Florio;1892;1990;m;m;Italia;Italia;Carapelle Calvisio;Campobasso;muratore;attore|attore teatrale;Gedeone;;socialista;attore italiano (1990-);1;;-1;1;1;1;-1;0;-1;0;0.4444444444444444
F05613;Q127061241;Giuseppe Fogli;Giuseppe Fogliani;1905;1922;m;m;Italia;;Montopoli Valdarno;Broni;barrocciaio|bracciante;fitopatologo|professore universitario;Mose';;antifascista;docente di patologia vegetale, viticultura (1922-2019);6;;-1;-1;1;0;-1;0;-1;0;0.5
F05613;Q130299436;Gino Fogli;Gino Fogliata;1905;0;m;m;Italia;Repubblica Sociale Italiana|Regno d'Italia;Montopoli Valdarno;;barrocciaio|bracciante;musicista;Mose';;antifascista;musicista italiano;6;;-1;-1;1;1;0;0;-1;0;0.0
F05613;Q133718989;Giuseppe Fogli;Q133718989;1905;1973;m;;Italia;;Montopoli Valdarno;;barrocciaio|bracciante;;Mose';;antifascista;;6;;-1;-1;0;0;0;0;0;0;0.0
F05613;Q52156606;Giuseppe Fogli;Giuseppe Foglia;1905;1888;m;m;Italia;Svizzera;Montopoli Valdarno;Lugano;barrocciaio|bracciante;artista|disegnatore|giornalista|pittore|scultore;Mose';;antifascista;(1888-1950);6;;-1;-1;1;-1;-1;0;-1;0;0.6
F05613;Q89431641;Michele Fogli;Michele Foglia;1905;1998;m;m;Italia;Italia;Montopoli Valdarno;Milano;barrocciaio|bracciante;calciatore;Mose';;antifascista;calciatore italiano;6;;-1;-1;1;1;-1;0;-1;0;0.6666666666666667
F05683;Q21208021;Francesco Fois;Frank Fois;1885;1993;m;m;Italia;Italia;Florinas;Sassari;impiegato di commercio;autore di canzoni;Giovanni;;comunista;chitarrista e cantante italiano;3;Francesco Fois;-1;1;1;1;-1;0;-1;0;0.4444444444444444
F05762;Q3619585;Antonio Fonda;Antonio Fonda Savio;1897;1895;m;m;Italia;Italia|Regno d'Italia;Corgnale (dato incerto);Trieste;contadino;imprenditore|militare|partigiano;Antonio;;comunista;militare e partigiano italiano;1;;-1;1;1;1;-1;0;-1;0;0.4285714285714286
F05841;Q26206466;Ernesto Fontana;Ernesto Fontana;1885;1837;m;m;Italia;Svizzera|Regno d'Italia;Piacenza;Milano;infermiere;grafico|illustratore|pittore;Francesco;;socialista;grafico, illustratore e pittore italiano (1837-1918);2;;-1;1;1;1;-1;0;-1;0;0.5
F05841;Q3732237;Ernesto Fontana;Ernesto Fontana;1885;1830;m;m;Italia;Regno d'Italia;Piacenza;Milano;infermiere;sacerdote cattolico|vescovo cattolico;Francesco;;socialista;vescovo cattolico italiano (1830-1910);2;;-1;1;1;1;-1;0;-1;0;0.5
F05877;Q112259253;Lorenzo Fontana;Lorenzo Fontana;1897;1906;m;m;Svizzera;Regno d'Italia;Svizzera;Livorno;bracciante;insegnante di scuola superiore|italianista;Pietro;;socialista;studioso di letteratura italiano (1906-1969);9;;-1;1;1;-1;-1;0;-1;0;0.3076923076923077
F05877;Q114646596;Lorenzo Fontana;Lorenzo Fontana;1897;0;m;m;Svizzera;Italia;Svizzera;;bracciante;computer security engineer;Pietro;;socialista;ingegnere informatico italiano;9;;-1;1;1;-1;0;0;-1;0;0.0
F05877;Q114658937;Lorenzo Fontana;Lorenzo Fontana;1897;1970;m;m;Svizzera;Italia;Svizzera;;bracciante;attore|regista;Pietro;;socialista;attore e regista italiano (1970-);9;;-1;1;1;-1;0;0;-1;0;0.0
F05877;Q114659040;Lorenzo Fontana;Lorenzo Fontana;1897;1980;m;m;Svizzera;Italia;Svizzera;Genova;bracciante;architetto;Pietro;;socialista;architetto italiano (1980-);9;;-1;1;1;-1;-1;0;-1;0;0.4444444444444444
F05877;Q114659123;Lorenzo Fontana;Lorenzo Fontana;1897;1901;m;m;Svizzera;Italia|Regno d'Italia;Svizzera;Sulpiano;bracciante;missionario|sacerdote cattolico;Pietro;;socialista;missionario saveriano italiano (1901-1990);9;;-1;1;1;-1;-1;0;-1;0;0.4285714285714286
F05877;Q64309681;Lorenzo Fontana;Lorenzo Fontana;1897;1996;m;m;Svizzera;Italia;Svizzera;;bracciante;canottiere;Pietro;;socialista;canottiere italiano (1996-);9;;-1;1;1;-1;0;0;-1;0;0.0
F05877;Q6680716;Lorenzo Fontana;Lorenzo Fontana;1897;1980;m;m;Svizzera;Italia;Svizzera;Verona;bracciante;politico;Pietro;;socialista;politico italiano (1980-);9;;-1;1;1;-1;-1;0;-1;0;0.6666666666666667
F05877;Q87338776;Lorenzo Fontana;Lorenzo Fontana;1897;1650;m;m;Svizzera;;Svizzera;Lucca;bracciante;scultore;Pietro;;socialista;scultore italiano (fl. 1680 circa-1717);9;;-1;1;1;0;-1;0;-1;0;0.33333333333333337
F06085;Q55875410;Giovanni Foresi;Johann Foresi;1864;1624;m;m;Italia;;Serravalle Di Chienti;Lugano;vetturino;teologo cattolico;Pasquale;;antifascista;"1624-1682; Jesuit, Theologe; Not found in: LoC-NA; Internat. biogr. Index";1;Giovanni Foresi;-1;1;1;0;-1;0;-1;0;0.2222222222222222
F06194;Q96203684;Giovanni Formentin;Giovanni Formentin;1885;0;m;m;Italia;;Padova;;calzolaio;ricercatore;Antonio;;antifascista;ricercatore;1;;-1;1;1;0;0;0;-1;0;0.0
F06473;Q3645759;Bruno Fortichiari;Bruno Fortichiari;1882;1892;m;m;Italia;Italia|Regno d'Italia;Luzzara;Luzzara;salumiere;politico;Antonio;;socialista;politico italiano (1892-1981);1;;-1;1;1;1;1;0;-1;0;1.0
F06528;Q100348263;Antonio Fortunat;Antonio Fortunato;1910;1859;m;m;Italia;;Volzana;;contadino|macellaio;;Francesco;;antifascista;(1859-1951);10;;-1;-1;1;0;0;0;0;0;0.0
F06528;Q111795532;Antonio Fortunat;Antonio Fortunato;1910;0;m;m;Italia;Italia;Volzana;;contadino|macellaio;ingegnere civile;Francesco;;antifascista;ingegnere civile italiano;10;;-1;-1;1;1;0;0;-1;0;0.0
F06528;Q18481863;Antonio Fortunat;António Fortunato de Pinho;1910;1874;m;m;Italia;Portogallo|Regno del Portogallo;Volzana;Albergaria-a-Velha;contadino|macellaio;avvocato|scrittore;Francesco;;antifascista;avvocato portoghese;10;;-1;-1;1;-1;-1;0;-1;0;0.5
F06528;Q2413460;Antonio Fortunat;Antonio Perini;1910;1830;m;m;Italia;Regno d'Italia;Volzana;Treviso;contadino|macellaio;fotografo;Francesco;;antifascista;fotografo italiano;10;Antonio Fortunato Perini;-1;-1;1;1;-1;0;-1;0;0.25
F06528;Q3619589;Antonio Fortunat;Antonio Fortunato;1910;1974;m;m;Italia;Italia;Volzana;Lagonegro;contadino|macellaio;militare;Francesco;;antifascista;militare italiano;10;;-1;-1;1;1;-1;0;-1;0;0.33333333333333337
F06528;Q3619591;Antonio Fortunat;Antonio Fortunato Stella;1910;1757;m;m;Italia;Repubblica di Venezia;Volzana;Venezia;contadino|macellaio;ambasciatore|editore|stampatore-libraio|tipografo;Francesco;;antifascista;tipografo e editore italiano (1757-1833);10;;-1;-1;1;-1;-1;0;-1;0;0.5
F06528;Q3619974;Antonio Fortunat;Antonio Fortunato Oroboni;1910;1791;m;m;Italia;;Volzana;Fratta Polesine;contadino|macellaio;attivista politico;Francesco;;antifascista;patriota italiano;10;;-1;-1;1;0;-1;0;-1;0;0.4285714285714286
F06528;Q46272113;Antonio Fortunat;Antonio E. Fortunato;1910;0;m;m;Italia;;Volzana;;contadino|macellaio;biologo;Francesco;;antifascista;biologo;10;Antonio Fortunato;-1;-1;1;0;0;0;-1;0;0.0
F06528;Q4777559;Antonio Fortunat;António Fortunato de Figueiredo;1910;1903;m;m;Italia;India|Dominion dell'India|Impero anglo-indiano;Volzana;Loutulim;contadino|macellaio;direttore d'orchestra;Francesco;;antifascista;Indian musician;10;;-1;-1;1;-1;-1;0;-1;0;0.3076923076923077
F06528;Q86690791;Antonio Fortunat;Antonio Fortunato;1910;0;m;m;Italia;;Volzana;;contadino|macellaio;biochimico;Francesco;;antifascista;biochimico;10;;-1;-1;1;0;0;0;-1;0;0.0
F06688;Q56707926;Felice Fossati;Felice Fossati;1898;1893;m;m;Italia;Italia|Regno d'Italia;Cremona;Romans;meccanico;militare;Giuseppe;;;militare italiano (1893-1964);4;;-1;1;1;1;-1;0;-1;0;0.4444444444444444
F06916;Q139151456;Bruno Franceschi;Q139151456;1888;1975;m;;Italia;;Vicenza;;meccanico;Italian teacher|compositore|musicista|opinionista|traduttore;Ernesto;;socialista;;6;;-1;-1;0;0;0;0;-1;0;0.0
F06916;Q17127158;Bruno Franceschi;Bruno Franceschina;1888;1931;m;m;Italia;Italia;Vicenza;Torino;meccanico;calciatore;Ernesto;;socialista;calciatore italiano (1931-2025);6;;-1;-1;1;1;-1;0;-1;0;0.36363636363636365
F06916;Q19060604;Bruno Franceschi;Bruno Franceschini;1888;1894;m;m;Italia;Austria;Vicenza;Tres;meccanico;ingegnere;Ernesto;;socialista;militare austro-ungarico;6;;-1;-1;1;-1;-1;0;-1;0;0.25
F06916;Q33234940;Bruno Franceschi;Bruno Franceschi;1888;1961;m;m;Italia;Francia;Vicenza;Tolone;meccanico;giornalista;Ernesto;;socialista;;6;;-1;1;1;-1;-1;0;-1;0;0.2222222222222222
F06916;Q52835716;Bruno Franceschi;Bruno De Franceschi;1888;1955;m;m;Italia;;Vicenza;;meccanico;musicista;Ernesto;;socialista;;6;Bruno Franceschi;-1;1;1;0;0;0;-1;0;0.0
F06916;Q88012368;Bruno Franceschi;Bruno Franceschini;1888;0;m;m;Italia;;Vicenza;;meccanico;compositore;Ernesto;;socialista;composer;6;;-1;-1;1;0;0;0;-1;0;0.0
F06932;Q133885132;Luigi Franceschi;Luigi Franceschini;1907;1898;m;m;Italia;Italia|Regno d'Italia;Frasso Sabino;Ghedi;contadino;politico;Nunzio;;comunista;politico italiano (1898-?);1;;-1;-1;1;1;-1;0;-1;0;0.25
